title,document_url,company_url,page_number
Carbacid Investments Plc (CARB.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-carb-2023-ar-00/,https://africanfinancials.com/company/ke-carb/,37
Centum Investment Company Plc (CTUM.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-ctum-2023-ar-00/,https://africanfinancials.com/company/ke-ctum/,38
Eaagads Limited (EGAD.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-egad-2023-ar-00/,https://africanfinancials.com/company/ke-egad/,38
Nairobi Business Venture Limited (NBV.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-nbv-2023-ar-00/,https://africanfinancials.com/company/ke-nbv/,38
East African Breweries PLC (EABL.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-eabl-2023-ar-00/,https://africanfinancials.com/company/ke-eabl/,39
Uchumi Supermarkets Limited (UCHM.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-uchm-2023-ar-00/,https://africanfinancials.com/company/ke-uchm/,40
Olympia Capital Holdings Limited (OCH.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-och-2023-ar-00/,https://africanfinancials.com/company/ke-och/,42
Olympia Capital Holdings Limited (OCH.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-och-2022-ar-00/,https://africanfinancials.com/company/ke-och/,43
Kapchorua Tea Company Plc (KAPC.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-kapc-2023-ar-00/,https://africanfinancials.com/company/ke-kapc/,43
Williamson Tea Kenya Limited (WTK.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-wtk-2023-ar-00/,https://africanfinancials.com/company/ke-wtk/,43
Safaricom PLC (SCOM.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-scom-2023-ar-00/,https://africanfinancials.com/company/ke-scom/,43
Trans-Century Limited (TCL.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-tcl-2022-ar-00/,https://africanfinancials.com/company/ke-tcl/,43
Kenya Airways Limited (KQ.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-kq-2022-ar-00/,https://africanfinancials.com/company/ke-kq/,43
TPS Eastern Africa (Serena) Limited (TPSE.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-tpse-2022-ar-00/,https://africanfinancials.com/company/ke-tpse/,43
Home Afrika Limited (HAFR.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-hafr-2022-ar-00/,https://africanfinancials.com/company/ke-hafr/,44
Equity Bank Limited (EQTY.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-eqty-2022-ar-00/,https://africanfinancials.com/company/ke-eqty/,44
Jubilee Holdings Limited (JUB.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-jub-2022-ar-00/,https://africanfinancials.com/company/ke-jub/,44
E.A. Cables Limited (CABL.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-cabl-2022-ar-00/,https://africanfinancials.com/company/ke-cabl/,44
Limuru Tea PLC (LIMT.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-limt-2022-ar-00/,https://africanfinancials.com/company/ke-limt/,44
British American Tobacco Kenya Limited (BAT.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-bat-2022-ar-00/,https://africanfinancials.com/company/ke-bat/,44
Nation Media Group Limited (NMG.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-nmg-2022-ar-00/,https://africanfinancials.com/company/ke-nmg/,44
