title,document_url,company_url,page_number
KenGen Limited (KEGN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-kegn-2021-ar-00/,https://africanfinancials.com/company/ke-kegn/,19
Uchumi Supermarkets Limited (UCHM.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-uchm-2021-ar-00/,https://africanfinancials.com/company/ke-uchm/,19
Unga Group Limited (UNGA.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-unga-2021-ar-00/,https://africanfinancials.com/company/ke-unga/,19
Carbacid Investments Plc (CARB.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-carb-2021-ar-00/,https://africanfinancials.com/company/ke-carb/,19
E.A. Cables Limited (CABL.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-cabl-2020-ar-00/,https://africanfinancials.com/company/ke-cabl/,19
Eaagads Limited (EGAD.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-egad-2021-ar-00/,https://africanfinancials.com/company/ke-egad/,19
Express Limited (XPRS.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-xprs-2020-ar-00/,https://africanfinancials.com/company/ke-xprs/,19
Olympia Capital Holdings Limited (OCH.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-och-2021-ar-00/,https://africanfinancials.com/company/ke-och/,21
Centum Investment Company Plc (CTUM.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-ctum-2021-ar-00/,https://africanfinancials.com/company/ke-ctum/,21
Home Afrika Limited (HAFR.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-hafr-2020-ar-00/,https://africanfinancials.com/company/ke-hafr/,21
East African Breweries Limited (EABL.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-eabl-2021-ar-00/,https://africanfinancials.com/company/ke-eabl/,21
Safaricom PLC (SCOM.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-scom-2021-ar-00/,https://africanfinancials.com/company/ke-scom/,21
Kenya Airways Limited (KQ.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kq-2020-ar-00/,https://africanfinancials.com/company/ke-kq/,21
Limuru Tea PLC (LIMT.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-limt-2020-ar-00/,https://africanfinancials.com/company/ke-limt/,21
BK Group Plc (BKG.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-bkg-2020-ar-00/,https://africanfinancials.com/company/ke-bkg/,21
ScanGroup Limited (SCAN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-scan-2020-ar-00/,https://africanfinancials.com/company/ke-scan/,21
Crown Paints Kenya (CRWN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-crwn-2020-ar-00/,https://africanfinancials.com/company/ke-crwn/,21
Eveready East Africa Limited (EVRD.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-evrd-2020-ar-00/,https://africanfinancials.com/company/ke-evrd/,21
Kapchorua Tea Company Plc (KAPC.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-kapc-2021-ar-00/,https://africanfinancials.com/company/ke-kapc/,21
Williamson Tea Kenya Limited (WTK.ke) 2024 Annual Report,https://africanfinancials.com/document/ke-wtk-2024-ar-00/,https://africanfinancials.com/company/ke-wtk/,22
Eaagads Limited (EGAD.ke) 2024 Annual Report,https://africanfinancials.com/document/ke-egad-2024-ar-00/,https://africanfinancials.com/company/ke-egad/,22
Umeme Limited (UMME.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-umme-2020-ar-00/,https://africanfinancials.com/company/ke-umme/,23
Flame Tree Group Holdings Limited (FTGH.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-ftgh-2020-ar-00/,https://africanfinancials.com/company/ke-ftgh/,23
I&M Group Plc (IMH.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-imh-2020-ar-00/,https://africanfinancials.com/company/ke-imh/,23
Kakuzi Limited (KUKZ.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kukz-2020-ar-00/,https://africanfinancials.com/company/ke-kukz/,23
Kapchorua Tea Company Plc (KAPC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kapc-2020-ar-00/,https://africanfinancials.com/company/ke-kapc/,23
KenGen Limited (KEGN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kegn-2020-ar-00/,https://africanfinancials.com/company/ke-kegn/,23
Liberty Kenya Holdings Limited (LBTY.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-lbty-2020-ar-00/,https://africanfinancials.com/company/ke-lbty/,23
Sameer Africa Limited (SAMEER.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sameer-2020-ar-00/,https://africanfinancials.com/company/ke-sameer/,23
Sanlam Kenya Plc (SLAM.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-slam-2020-ar-00/,https://africanfinancials.com/company/ke-slam/,23
Sasini Limited (SASN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sasn-2020-ar-00/,https://africanfinancials.com/company/ke-sasn/,23
The Kenya Power & Lighting Company Plc (KPLC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kplc-2020-ar-00/,https://africanfinancials.com/company/ke-kplc/,23
Diamond Trust Bank of Kenya Limited (DTK.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-dtk-2020-ar-00/,https://africanfinancials.com/company/ke-dtk/,23
Stanbic Holdings Plc (SBIC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sbic-2020-ar-00/,https://africanfinancials.com/company/ke-sbic/,25
Diamond Trust Bank of Kenya Limited (DTK.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-dtk-2019-ar-00-2/,https://africanfinancials.com/company/ke-dtk/,25
